p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
EPB41L2	0	0.340328901462098	0.344	0.052	0	4	EPB41L2
LITAF1	0	0.340291431536205	0.773	0.392	0	4	LITAF
TLN1	0	0.339307712456867	0.723	0.373	0	4	TLN1
SOD21	0	0.338099554412631	0.815	0.461	0	4	SOD2
COLGALT1	0	0.337370951519485	0.362	0.044	0	4	COLGALT1
PRNP	0	0.336396781822808	0.411	0.161	0	4	PRNP
SLC37A2	0	0.336323687442216	0.31	0.006	0	4	SLC37A2
SLC31A1	0	0.33551802008039	0.359	0.052	0	4	SLC31A1
STX11	0	0.334875796659552	0.37	0.077	0	4	STX11
SLC31A2	0	0.334413757343132	0.366	0.035	0	4	SLC31A2
TCIRG1	0	0.334370524661962	0.467	0.132	0	4	TCIRG1
ATG3	0	0.333950173429857	0.507	0.174	0	4	ATG3
PRCP	0	0.333885932553507	0.405	0.075	0	4	PRCP
HK2	0	0.333505048755715	0.258	0.041	0	4	HK2
KCNMA1	0	0.333091980087009	0.251	0.013	0	4	KCNMA1
LAMP2	0	0.333031133320741	0.538	0.237	0	4	LAMP2
CCR1	0	0.332015837517651	0.379	0.059	0	4	CCR1
PLSCR12	0	0.33012065898808	0.547	0.206	0	4	PLSCR1
CD40	0	0.329796695948496	0.303	0.043	0	4	CD40
ARRB21	0	0.329550203544959	0.517	0.139	0	4	ARRB2
CAPZB	0	0.326863138868611	0.701	0.385	0	4	CAPZB
ARPC4	0	0.326453690933739	0.587	0.24	0	4	ARPC4
TBXAS1	0	0.325438061708008	0.359	0.032	0	4	TBXAS1
CSF2RA	0	0.324063155692483	0.322	0.016	0	4	CSF2RA
LY961	0	0.323964912150521	0.471	0.113	0	4	LY96
SLC43A2	0	0.323923266127448	0.36	0.05	0	4	SLC43A2
FKBP15	0	0.321788566391972	0.384	0.062	0	4	FKBP15
PDE4DIP	0	0.320320433796401	0.348	0.114	0	4	PDE4DIP
SCIMP	0	0.319870929096609	0.304	0.006	0	4	SCIMP
CD302	0	0.319330839645773	0.351	0.036	0	4	CD302
ATP6V0A1	0	0.31931638957731	0.348	0.046	0	4	ATP6V0A1
MEF2A	0	0.319051034234452	0.444	0.148	0	4	MEF2A
RHOQ	0	0.318218922402698	0.415	0.1	0	4	RHOQ
BASP11	0	0.318185992244268	0.456	0.152	0	4	BASP1
AHR	0	0.317781253710906	0.403	0.146	0	4	AHR
LRRC25	0	0.317088236812951	0.353	0.024	0	4	LRRC25
CNDP2	0	0.314928751806435	0.47	0.178	0	4	CNDP2
SQOR	0	0.313362954531668	0.405	0.117	0	4	SQOR
SAT11	0	0.312942596543353	0.99	0.804	0	4	SAT1
STXBP2	0	0.312862391224416	0.352	0.104	0	4	STXBP2
UNC93B1	0	0.30800654647226	0.397	0.092	0	4	UNC93B1
P4HA1	0	0.307120699697922	0.389	0.118	0	4	P4HA1
KIAA0930	0	0.303597054824838	0.349	0.048	0	4	KIAA0930
RAPGEF1	0	0.302094990313908	0.406	0.115	0	4	RAPGEF1
CYRIB1	0	0.302013053222197	0.639	0.293	0	4	CYRIB
GLA	0	0.299503723202117	0.325	0.051	0	4	GLA
PLEKHO2	0	0.299382233032111	0.361	0.064	0	4	PLEKHO2
IL10RA	0	0.299150117679844	0.47	0.152	0	4	IL10RA
VASP1	0	0.298712705446103	0.563	0.252	0	4	VASP
FUOM	0	0.297767704389734	0.347	0.055	0	4	FUOM
PLEKHB2	0	0.297227817764613	0.426	0.123	0	4	PLEKHB2
SLC25A19	0	0.295780430820127	0.294	0.028	0	4	SLC25A19
RAB5C	0	0.295568333974166	0.519	0.199	0	4	RAB5C
TWF2	0	0.295209852353277	0.456	0.156	0	4	TWF2
SLC1A3	0	0.293851850235672	0.259	0.02	0	4	SLC1A3
VASH1	0	0.293645978306319	0.288	0.02	0	4	VASH1
CMKLR1	0	0.293101216560766	0.253	0.004	0	4	CMKLR1
MYO9B	0	0.292513314256806	0.439	0.138	0	4	MYO9B
CNPY3	0	0.29250677184766	0.465	0.146	0	4	CNPY3
SLC43A3	0	0.291700914686297	0.311	0.041	0	4	SLC43A3
GRK3	0	0.29160792241999	0.321	0.027	0	4	GRK3
RGS19	0	0.291192566709226	0.449	0.148	0	4	RGS19
RNF13	0	0.291162267595731	0.453	0.152	0	4	RNF13
DOCK2	0	0.291107713725258	0.479	0.147	0	4	DOCK2
LPCAT2	0	0.290877120835448	0.36	0.065	0	4	LPCAT2
OTULINL	0	0.290764581597333	0.347	0.064	0	4	OTULINL
TLR2	0	0.290239408118042	0.346	0.046	0	4	TLR2
ABI3	0	0.289764851488434	0.368	0.086	0	4	ABI3
TMEM51	0	0.288682333961627	0.295	0.029	0	4	TMEM51
VOPP1	0	0.288627400893939	0.411	0.13	0	4	VOPP1
CAPZA2	0	0.287774341485449	0.547	0.221	0	4	CAPZA2
MFSD12	0	0.287347531122437	0.327	0.054	0	4	MFSD12
CAMK1	0	0.287182543388377	0.29	0.035	0	4	CAMK1
DAPK1	0	0.286576923525103	0.299	0.019	0	4	DAPK1
CMTM61	0	0.284820579250836	0.599	0.272	0	4	CMTM6
ZFYVE16	0	0.28415180193872	0.418	0.148	0	4	ZFYVE16
P2RY13	0	0.283554878712697	0.288	0.043	0	4	P2RY13
IL17RA	0	0.283204346192032	0.362	0.079	0	4	IL17RA
HCLS1	0	0.282557303480372	0.585	0.251	0	4	HCLS1
MGAT4A	0	0.280251017155864	0.413	0.143	0	4	MGAT4A
ENG	0	0.278756564228222	0.377	0.05	0	4	ENG
IL13RA1	0	0.275586913986781	0.39	0.096	0	4	IL13RA1
SERPINF1	0	0.275473598291683	0.323	0.062	0	4	SERPINF1
AOAH	0	0.275370098521374	0.354	0.091	0	4	AOAH
ALDH1A1	0	0.275234973764686	0.259	0.063	0	4	ALDH1A1
ATP6V1A	0	0.275151176170355	0.37	0.099	0	4	ATP6V1A
NFKBIE	0	0.272917260019877	0.29	0.04	0	4	NFKBIE
BID	0	0.272910091403175	0.409	0.141	0	4	BID
CIAO2A	0	0.272887009154801	0.374	0.093	0	4	CIAO2A
RIPK2	0	0.272758952770316	0.272	0.043	0	4	RIPK2
RAB7A	0	0.27232463918357	0.521	0.221	0	4	RAB7A
CLEC12A	0	0.271447718510165	0.268	0.03	0	4	CLEC12A
TAOK3	0	0.271391117260997	0.48	0.196	0	4	TAOK3
ADAM28	0	0.271383543727674	0.29	0.056	0	4	ADAM28
SH2B3	0	0.270881142314998	0.307	0.034	0	4	SH2B3
STX7	0	0.269711376761708	0.392	0.101	0	4	STX7
HSD17B4	0	0.269325360339787	0.377	0.123	0	4	HSD17B4
NAGA	0	0.268595171994824	0.31	0.031	0	4	NAGA
CLEC4A	0	0.268549462835179	0.3	0.029	0	4	CLEC4A
ACTN1	0	0.268106350877592	0.426	0.145	0	4	ACTN1
KYNU	0	0.267122130990617	0.293	0.044	0	4	KYNU
RBM47	0	0.265967171622264	0.408	0.122	0	4	RBM47
CD300A	0	0.265217982531305	0.305	0.052	0	4	CD300A
C4orf48	0	0.264969979715129	0.508	0.212	0	4	C4orf48
RAP2B2	0	0.264556836920946	0.468	0.175	0	4	RAP2B
MTHFD2	0	0.260828620037688	0.346	0.094	0	4	MTHFD2
BLVRA	0	0.259820606866214	0.358	0.098	0	4	BLVRA
MYO5A	0	0.259461351712437	0.325	0.082	0	4	MYO5A
RAB20	0	0.258530750135159	0.27	0.025	0	4	RAB20
CREBL2	0	0.257706834613373	0.304	0.054	0	4	CREBL2
EHBP1L1	0	0.257701315407918	0.406	0.116	0	4	EHBP1L1
PARVG	0	0.257232118509846	0.406	0.12	0	4	PARVG
PMP22	0	0.256675460735379	0.281	0.047	0	4	PMP22
PHACTR11	0	0.256037455781549	0.339	0.1	0	4	PHACTR1
DOCK4	0	0.254611557480562	0.279	0.028	0	4	DOCK4
SPG21	0	0.253885342222002	0.364	0.089	0	4	SPG21
PTPN12	0	0.251614433729899	0.419	0.138	0	4	PTPN12
ADAM91	0	0.251223041123428	0.348	0.091	0	4	ADAM9
FGR	0	0.25118482431567	0.294	0.046	0	4	FGR
LILRB31	0	0.250459228736403	0.366	0.065	0	4	LILRB3
CASP1	6.33102947203378e-307	0.251045195615411	0.392	0.14	1.10932298408976e-302	4	CASP1
GLRX	4.29177576362821e-306	0.306219683259821	0.565	0.259	7.52004949302934e-302	4	GLRX
RTN41	8.58772669942231e-306	0.317530235220111	0.675	0.357	1.50474147227278e-301	4	RTN4
INSIG1	1.43160497891523e-305	0.376406885264746	0.279	0.082	2.50845824405527e-301	4	INSIG1
IFI62	6.43953718398496e-297	0.487555743623433	0.54	0.256	1.12833570537784e-292	4	IFI6
RNH11	6.63968277112381e-297	0.32396087032565	0.578	0.288	1.16340521515631e-292	4	RNH1
LAMTOR2	7.57219966527034e-297	0.2982808130015	0.528	0.247	1.32680082534867e-292	4	LAMTOR2
PABPC4	1.60161785015681e-295	0.283728011079959	0.463	0.195	2.80635479704476e-291	4	PABPC4
WSB11	1.94360928955143e-295	0.3304442056162	0.61	0.302	3.40559219715201e-291	4	WSB1
EMP31	6.71305635263236e-292	0.402027672961868	0.687	0.37	1.17626173410824e-287	4	EMP3
CLTC	1.67770611395439e-291	0.297287156679352	0.515	0.234	2.93967665287089e-287	4	CLTC
CANX	9.70616527549836e-289	0.327409022251386	0.684	0.37	1.70071427957282e-284	4	CANX
GLIPR2	1.96820267537008e-287	0.256343929731158	0.422	0.16	3.44868472778345e-283	4	GLIPR2
ACTR3	3.33744121625581e-286	0.324802851418913	0.755	0.434	5.84786449912343e-282	4	ACTR3
ADAM8	5.80043261640649e-286	0.261095892095784	0.31	0.098	1.01635180304674e-281	4	ADAM8
PPP1R15B	2.37563757136312e-285	0.338099611143351	0.454	0.191	4.16259215254245e-281	4	PPP1R15B
FLNA	1.06280767927604e-284	0.35275585641081	0.561	0.276	1.86225161562747e-280	4	FLNA
LAMTOR1	1.73478266886531e-284	0.276773163373178	0.515	0.237	3.0396861923858e-280	4	LAMTOR1
PDXK	2.43936315322028e-283	0.297302226020835	0.469	0.204	4.27425211707257e-279	4	PDXK
BNIP3L	3.04442170909243e-280	0.307469913634388	0.474	0.204	5.33443571867176e-276	4	BNIP3L
GPCPD1	1.2991172041811e-278	0.271745809243726	0.384	0.144	2.27631316516612e-274	4	GPCPD1
JAML1	1.48673819900106e-278	0.311410584376839	0.407	0.156	2.60506267228966e-274	4	JAML
CALM3	1.09423316200549e-274	0.330623219891086	0.583	0.296	1.91731534646602e-270	4	CALM3
GPX41	2.67873941904498e-271	0.313931930520397	0.833	0.57	4.69368721005061e-267	4	GPX4
DUSP6	5.02785963439122e-270	0.278664859224765	0.356	0.128	8.8098156513803e-266	4	DUSP6
MSN1	6.44103908764535e-266	0.277060656240941	0.682	0.353	1.12859886893722e-261	4	MSN
SH3BGRL31	4.73166156474281e-265	0.372385820340778	0.97	0.838	8.29081739374235e-261	4	SH3BGRL3
HIF1A1	2.1950760063678e-258	0.336011723714183	0.59	0.305	3.84621217835766e-254	4	HIF1A
TPM31	4.52955859362863e-258	0.326965203412387	0.895	0.677	7.93669256775608e-254	4	TPM3
PARP14	7.97756497729648e-257	0.337196511235804	0.538	0.261	1.39782893532189e-252	4	PARP14
TNFRSF1B1	2.08630047283222e-255	0.300555757039683	0.494	0.217	3.65561568849661e-251	4	TNFRSF1B
FYB12	1.1541087617795e-254	0.323759397453286	0.732	0.397	2.02222937239004e-250	4	FYB1
RGS11	2.15899480847745e-254	0.60903032668572	0.588	0.292	3.78299070341419e-250	4	RGS1
NFKBIA1	3.20456973277314e-253	0.517037449992096	0.781	0.571	5.61504708576509e-249	4	NFKBIA
SAMD9L	1.73832408455933e-250	0.284160867891083	0.441	0.189	3.04589146096486e-246	4	SAMD9L
PSME2	1.49105959171076e-249	0.425732167926076	0.695	0.445	2.61263461659559e-245	4	PSME2
CARD161	2.08635704095812e-248	0.250313667213047	0.526	0.242	3.65571480716681e-244	4	CARD16
GBP4	1.57416564641829e-243	0.287874202524031	0.366	0.144	2.75825304565413e-239	4	GBP4
ANXA22	1.60994285869472e-243	0.284489709361115	0.882	0.647	2.82094187700489e-239	4	ANXA2
TKT1	8.73502570936221e-242	0.323775613845922	0.567	0.29	1.53055120479445e-237	4	TKT
LAMP1	2.04095488115257e-241	0.350018365027583	0.497	0.258	3.57616114275553e-237	4	LAMP1
CEBPB1	7.37942862248812e-239	0.286505271349353	0.661	0.381	1.29302348323237e-234	4	CEBPB
RGS21	1.57486152183733e-238	0.256764865161026	0.625	0.322	2.75947235856337e-234	4	RGS2
ENO11	4.94439800991839e-235	0.32957538383056	0.848	0.64	8.663574192979e-231	4	ENO1
GAPDH1	5.44392452405374e-234	0.363419784254066	0.988	0.913	9.53884455104696e-230	4	GAPDH
RALA	3.86013726923206e-232	0.341103111694384	0.445	0.213	6.76373252314841e-228	4	RALA
BLOC1S1	2.47067194374732e-231	0.279694808943152	0.655	0.38	4.32911137983406e-227	4	BLOC1S1
IL1RN2	7.31197662589834e-231	0.395993307279161	0.329	0.122	1.28120454438991e-226	4	IL1RN
ARHGDIB1	1.44355983169694e-222	0.26486729659826	0.764	0.422	2.52940553709938e-218	4	ARHGDIB
BCAP31	1.75939145756093e-216	0.29280734631356	0.496	0.261	3.08280571193826e-212	4	BCAP31
COMT1	6.62641594058703e-213	0.250161362172449	0.519	0.267	1.16108060110966e-208	4	COMT
CHMP1B	1.17937798107065e-211	0.493947684361841	0.424	0.208	2.066506098432e-207	4	CHMP1B
CLTA1	8.79597438272759e-204	0.26296222013035	0.66	0.395	1.54123063134153e-199	4	CLTA
CALR1	2.15685033432015e-203	0.375559921634693	0.798	0.658	3.77923315579576e-199	4	CALR
TUBB1	6.32459491796691e-203	0.378488489031965	0.564	0.319	1.10819552152616e-198	4	TUBB
TFRC	5.90961912335893e-197	0.356803828504682	0.341	0.148	1.03548346279495e-192	4	TFRC
NUPR12	2.57310223922781e-190	0.799379551840233	0.386	0.204	4.50858974357497e-186	4	NUPR1
NFKB1	9.79251407167674e-190	0.270925147273927	0.348	0.153	1.7158443156392e-185	4	NFKB1
NFKBIZ1	4.59017114506823e-188	0.333692333638916	0.497	0.263	8.04289788038854e-184	4	NFKBIZ
GNG51	6.72113657483682e-186	0.263724769973304	0.821	0.638	1.17767755064291e-181	4	GNG5
ZNF3311	5.95271973505369e-183	0.461251536518199	0.427	0.213	1.04303555197611e-178	4	ZNF331
MT-CO12	1.48250296780875e-171	0.306416581550109	0.996	0.99	2.5976417001945e-167	4	MT-CO1
NOP101	1.08233366861724e-170	0.25534687810493	0.67	0.435	1.89646505415113e-166	4	NOP10
CCL4L21	3.35230243260611e-165	0.52462129052753	0.332	0.149	5.87390432241243e-161	4	CCL4L2
IER51	2.1333530120152e-162	0.385361138755541	0.488	0.278	3.73806114765303e-158	4	IER5
CD44	6.55120075883367e-155	0.309801247938596	0.744	0.548	1.14790139696284e-150	4	CD44
LSP11	7.03189126516695e-155	0.25553994135764	0.522	0.291	1.23212798748255e-150	4	LSP1
REL1	6.10879089232593e-154	0.383790934421795	0.545	0.321	1.07038234015335e-149	4	REL
HLA-A1	9.76847975845216e-147	0.316966238094675	0.985	0.92	1.71163302327599e-142	4	HLA-A
CYCS	1.88717119810532e-146	0.308387966738994	0.639	0.418	3.30670137332013e-142	4	CYCS
GADD45B	1.66727149200232e-143	0.439755075921208	0.535	0.336	2.92139310828647e-139	4	GADD45B
CEBPD1	4.98486284109219e-140	0.341431109710776	0.522	0.313	8.73447667016174e-136	4	CEBPD
S100A41	9.88639239150732e-137	0.406219047056561	0.854	0.718	1.73229367483991e-132	4	S100A4
HSPH1	1.50402567758216e-127	0.31755526009562	0.527	0.32	2.63535379225946e-123	4	HSPH1
GCHFR	5.7331233234002e-114	0.326159772244581	0.31	0.166	1.00455786872618e-109	4	GCHFR
ARL4C1	7.55738430959926e-113	0.42665933878686	0.493	0.31	1.32420487872798e-108	4	ARL4C
EIF4A3	1.69739548034442e-109	0.256403371951363	0.43	0.257	2.97417636065949e-105	4	EIF4A3
TIMP1	1.62883265858186e-103	0.63915156961208	0.483	0.3	2.85404058436714e-99	4	TIMP1
SLC2A31	2.0706254664692e-102	0.29324156114008	0.475	0.292	3.62814994234733e-98	4	SLC2A3
HNRNPU	4.83921385749401e-101	0.275815294598346	0.81	0.695	8.47927052110101e-97	4	HNRNPU
NR4A1	2.46083692266606e-92	0.305414700758865	0.364	0.218	4.31187845589548e-88	4	NR4A1
KLF61	6.73178774786402e-90	0.264438173889452	0.805	0.675	1.17954384918073e-85	4	KLF6
PPA12	2.71899401203721e-85	0.364521553668638	0.492	0.347	4.76422130789159e-81	4	PPA1
PRDM1	9.27265864242122e-42	0.280193072847625	0.258	0.171	1.62475524732505e-37	4	PRDM1
HSPA1A	1.6474064858064e-32	0.312449435429415	0.691	0.675	2.88658564442997e-28	4	HSPA1A
TFF3	0	2.82202090811796	0.701	0.093	0	5	TFF3
SAA11	0	2.80440603332313	0.853	0.145	0	5	SAA1
WFDC21	0	2.72741047508488	0.956	0.383	0	5	WFDC2
SLPI1	0	2.71948254543268	0.969	0.528	0	5	SLPI
BPIFB1	0	2.71024440532478	0.77	0.082	0	5	BPIFB1
LCN21	0	2.62760341315576	0.853	0.201	0	5	LCN2
MUC5B	0	2.4583162752923	0.838	0.119	0	5	MUC5B
SCGB2A2	0	2.39288011930049	0.267	0.051	0	5	SCGB2A2
SAA21	0	2.37448374265015	0.753	0.091	0	5	SAA2
AGR21	0	2.20329454475106	0.819	0.128	0	5	AGR2
PIGR1	0	2.12594177971145	0.834	0.092	0	5	PIGR
FCGBP	0	2.12561642245578	0.394	0.067	0	5	FCGBP
LTF	0	1.78581908662347	0.656	0.065	0	5	LTF
RARRES11	0	1.77498720703145	0.648	0.087	0	5	RARRES1
DEFB11	0	1.7120997590051	0.801	0.128	0	5	DEFB1
C31	0	1.63978997448439	0.78	0.103	0	5	C3
SCGB2A1	0	1.56469238568761	0.489	0.034	0	5	SCGB2A1
SLC34A21	0	1.54867986895125	0.729	0.064	0	5	SLC34A2
KRT181	0	1.5036773239311	0.82	0.179	0	5	KRT18
CLU1	0	1.45521047868901	0.771	0.144	0	5	CLU
CP1	0	1.42764638483254	0.736	0.083	0	5	CP
MUC161	0	1.38498406245892	0.774	0.095	0	5	MUC16
NNMT	0	1.36291295676647	0.719	0.096	0	5	NNMT
MUC11	0	1.28526626802928	0.799	0.148	0	5	MUC1
MMP71	0	1.27834273272806	0.49	0.066	0	5	MMP7
KRT71	0	1.24967077824194	0.756	0.093	0	5	KRT7
TCN1	0	1.2182228009552	0.285	0.029	0	5	TCN1
KRT192	0	1.15432398026225	0.889	0.236	0	5	KRT19
HLA-DRB5	0	1.13490297228615	0.536	0.088	0	5	HLA-DRB5
THSD41	0	1.09485652516512	0.638	0.108	0	5	THSD4
KRT82	0	1.0802334919888	0.777	0.148	0	5	KRT8
S100A62	0	1.07873200097959	0.998	0.906	0	5	S100A6
CFB	0	1.06646328501323	0.587	0.053	0	5	CFB
CLDN10	0	1.03792536171002	0.516	0.033	0	5	CLDN10
IL1R11	0	1.00994805245011	0.699	0.126	0	5	IL1R1
EPCAM1	0	1.0001112807065	0.651	0.098	0	5	EPCAM
CXCL11	0	0.975091953125883	0.387	0.12	0	5	CXCL1
CAPS1	0	0.957321995482606	0.64	0.066	0	5	CAPS
RARRES2	0	0.917188654922649	0.642	0.083	0	5	RARRES2
MUC5AC	0	0.892384007574935	0.35	0.02	0	5	MUC5AC
PAM	0	0.878998589068381	0.625	0.094	0	5	PAM
GPX42	0	0.868962104273305	0.907	0.572	0	5	GPX4
LGALS32	0	0.845711769544275	0.961	0.663	0	5	LGALS3
MSX11	0	0.837882975699	0.617	0.054	0	5	MSX1
S100A131	0	0.797346061524393	0.712	0.179	0	5	S100A13
TSC22D11	0	0.753476800158179	0.699	0.192	0	5	TSC22D1
CD92	0	0.747158453364021	0.856	0.395	0	5	CD9
PKM2	0	0.746593573737864	0.924	0.574	0	5	PKM
TSPAN11	0	0.737179024411488	0.557	0.078	0	5	TSPAN1
CLDN31	0	0.731905610344325	0.576	0.073	0	5	CLDN3
C19orf332	0	0.720631458023626	0.74	0.199	0	5	C19orf33
SERPINB32	0	0.714172029554244	0.527	0.194	0	5	SERPINB3
PLPP21	0	0.712889316963973	0.633	0.095	0	5	PLPP2
ST6GALNAC1	0	0.703581235850047	0.533	0.043	0	5	ST6GALNAC1
PLEKHS1	0	0.702496748521397	0.557	0.045	0	5	PLEKHS1
PROM1	0	0.701900888156286	0.534	0.029	0	5	PROM1
PDZK1IP12	0	0.701854803167637	0.52	0.12	0	5	PDZK1IP1
IGFBP31	0	0.695165814841964	0.573	0.125	0	5	IGFBP3
ANPEP	0	0.687382121787787	0.455	0.086	0	5	ANPEP
SMIM221	0	0.676906636001527	0.641	0.095	0	5	SMIM22
SLC44A4	0	0.661883893277118	0.554	0.055	0	5	SLC44A4
MSLN1	0	0.65892635626757	0.511	0.058	0	5	MSLN
TMEM205	0	0.656786067342601	0.622	0.142	0	5	TMEM205
BHLHE41	0	0.648365628073045	0.565	0.087	0	5	BHLHE41
PPDPF2	0	0.647203925981885	0.929	0.632	0	5	PPDPF
TIMP11	0	0.647058027980667	0.739	0.288	0	5	TIMP1
CD552	0	0.644135202442154	0.597	0.263	0	5	CD55
SLC9A3R2	0	0.638459187213863	0.566	0.084	0	5	SLC9A3R2
ITGB81	0	0.635506271955737	0.537	0.095	0	5	ITGB8
CD242	0	0.634777835032789	0.722	0.209	0	5	CD24
FOLR1	0	0.629662606153999	0.489	0.027	0	5	FOLR1
CTSB1	0	0.627669117436631	0.907	0.502	0	5	CTSB
SRD5A3	0	0.611729613482108	0.336	0.062	0	5	SRD5A3
SMIM14	0	0.610944106551818	0.619	0.139	0	5	SMIM14
TNC	0	0.590739808075423	0.493	0.066	0	5	TNC
CFTR	0	0.589435986345938	0.389	0.021	0	5	CFTR
CYB5A1	0	0.58523898087019	0.606	0.188	0	5	CYB5A
CFH1	0	0.581037563125104	0.594	0.113	0	5	CFH
SERINC21	0	0.580660627649964	0.574	0.097	0	5	SERINC2
STC1	0	0.575966974964917	0.342	0.025	0	5	STC1
FAM3C1	0	0.573140588981567	0.595	0.164	0	5	FAM3C
ASRGL1	0	0.570050360062249	0.382	0.048	0	5	ASRGL1
CST31	0	0.569794913447498	0.918	0.521	0	5	CST3
FXYD32	0	0.562352936269682	0.652	0.183	0	5	FXYD3
XBP1	0	0.558356503352145	0.673	0.315	0	5	XBP1
LY6E1	0	0.557639816258889	0.814	0.487	0	5	LY6E
PRXL2A2	0	0.553762480816651	0.589	0.191	0	5	PRXL2A
KRT231	0	0.55176226955989	0.462	0.071	0	5	KRT23
MIA	0	0.547745965647123	0.349	0.029	0	5	MIA
SLC40A1	0	0.535603796671171	0.432	0.081	0	5	SLC40A1
TRIM2	0	0.533944284887017	0.515	0.056	0	5	TRIM2
RDH10	0	0.531474719599648	0.364	0.063	0	5	RDH10
TMC51	0	0.529969155855951	0.44	0.054	0	5	TMC5
RPS27L	0	0.528407467914039	0.735	0.431	0	5	RPS27L
EHF2	0	0.527532225733185	0.606	0.159	0	5	EHF
SORL11	0	0.523862921683996	0.555	0.223	0	5	SORL1
TMEM176A1	0	0.522600653236604	0.56	0.121	0	5	TMEM176A
TPM2	0	0.515072748867579	0.541	0.107	0	5	TPM2
PTTG1IP1	0	0.514938611694541	0.672	0.262	0	5	PTTG1IP
DDIT4L	0	0.511724737216208	0.353	0.026	0	5	DDIT4L
LGALS3BP1	0	0.50923613157763	0.605	0.197	0	5	LGALS3BP
MDK2	0	0.504907020516266	0.551	0.136	0	5	MDK
SPINT22	0	0.499984411961972	0.716	0.283	0	5	SPINT2
TMEM176B1	0	0.497523826590243	0.616	0.147	0	5	TMEM176B
PHPT1	0	0.496266307289917	0.691	0.34	0	5	PHPT1
PRDX52	0	0.495106317563408	0.809	0.5	0	5	PRDX5
SIX1	0	0.49351362813356	0.47	0.051	0	5	SIX1
UACA	0	0.492665278917578	0.446	0.098	0	5	UACA
SEMA3B	0	0.490808653585997	0.439	0.032	0	5	SEMA3B
TMEM591	0	0.489678167356822	0.839	0.623	0	5	TMEM59
CD741	0	0.489081786139262	0.97	0.671	0	5	CD74
SPINT11	0	0.485716072579867	0.558	0.132	0	5	SPINT1
CCND11	0	0.48570355519394	0.514	0.143	0	5	CCND1
PCDH71	0	0.484919205651382	0.482	0.066	0	5	PCDH7
PON2	0	0.483614357740361	0.478	0.083	0	5	PON2
ST6GAL1	0	0.480984818873218	0.505	0.127	0	5	ST6GAL1
MUC42	0	0.480338080740113	0.608	0.133	0	5	MUC4
CPD	0	0.479610070527241	0.529	0.133	0	5	CPD
CCPG1	0	0.47897050550366	0.579	0.213	0	5	CCPG1
CCL28	0	0.47610441874731	0.358	0.062	0	5	CCL28
GPRC5C	0	0.47547364738407	0.479	0.05	0	5	GPRC5C
CRIP21	0	0.473236190599497	0.56	0.118	0	5	CRIP2
RASD1	0	0.469607312315151	0.321	0.055	0	5	RASD1
SPDEF	0	0.468915272761206	0.401	0.017	0	5	SPDEF
ANXA23	0	0.468556604627363	0.943	0.65	0	5	ANXA2
TNFAIP22	0	0.45592299796779	0.616	0.235	0	5	TNFAIP2
HDLBP	0	0.452291853769298	0.614	0.267	0	5	HDLBP
STRA6	0	0.451059155688468	0.352	0.026	0	5	STRA6
SCNN1A1	0	0.444112897543345	0.464	0.07	0	5	SCNN1A
CITED41	0	0.44313812452143	0.472	0.112	0	5	CITED4
SLC39A8	0	0.438190468866367	0.44	0.068	0	5	SLC39A8
PAX8	0	0.431945154061353	0.411	0.034	0	5	PAX8
CLDN72	0	0.43149678612431	0.589	0.147	0	5	CLDN7
TPT11	0	0.42878318064125	1	1	0	5	TPT1
MRPL33	0	0.428723986735244	0.645	0.299	0	5	MRPL33
DSTN2	0	0.427045288374791	0.731	0.369	0	5	DSTN
DNAJC15	0	0.425237048409163	0.6	0.258	0	5	DNAJC15
SORD	0	0.424086781114624	0.402	0.065	0	5	SORD
CILP	0	0.423623141751001	0.271	0.026	0	5	CILP
MEIS1	0	0.423331980061495	0.425	0.051	0	5	MEIS1
CDH12	0	0.422249962579077	0.518	0.128	0	5	CDH1
ATP1B12	0	0.420823030402226	0.516	0.161	0	5	ATP1B1
TNNC1	0	0.419086449246166	0.275	0.021	0	5	TNNC1
SAA4	0	0.417707253731635	0.355	0.017	0	5	SAA4
LARP6	0	0.412825756442165	0.401	0.031	0	5	LARP6
NDUFC11	0	0.412014971314634	0.65	0.317	0	5	NDUFC1
ACSL4	0	0.409771300596461	0.502	0.165	0	5	ACSL4
CHST6	0	0.407271400893225	0.398	0.028	0	5	CHST6
GSTP12	0	0.403172351245335	0.965	0.754	0	5	GSTP1
TMEM14C	0	0.400854316225127	0.609	0.262	0	5	TMEM14C
SOX17	0	0.398987180349554	0.351	0.027	0	5	SOX17
NFIC1	0	0.398380391717016	0.538	0.209	0	5	NFIC
GPX3	0	0.394543167592936	0.345	0.046	0	5	GPX3
TFCP2L1	0	0.391686245119322	0.362	0.044	0	5	TFCP2L1
PLXNB21	0	0.39154983818729	0.491	0.132	0	5	PLXNB2
RCAN1	0	0.390759543437384	0.302	0.052	0	5	RCAN1
STARD10	0	0.390068321098526	0.407	0.067	0	5	STARD10
DHRS31	0	0.385563243108578	0.482	0.144	0	5	DHRS3
ELF32	0	0.384613430424697	0.507	0.145	0	5	ELF3
MYOF1	0	0.384299355268326	0.491	0.156	0	5	MYOF
CCN2	0	0.378415754589297	0.272	0.048	0	5	CCN2
HLA-DMA1	0	0.377456011797557	0.604	0.232	0	5	HLA-DMA
CYBRD1	0	0.376014492065756	0.376	0.06	0	5	CYBRD1
